what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.undo",1422882314092
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1422882317311
activated,editor,org.eclipse.wst.html.ui,1.0.504.v201101122108,"org.eclipse.wst.html.core.htmlsource.source",1422882318519
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.refresh",1422882319753
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1422882322284
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1422882329157
activated,editor,org.eclipse.wst.css.ui,1.0.502.v201101122002,"org.eclipse.wst.css.core.csssource.source",1422882330492
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.undo",1422882333086
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.undo",1422882333804
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1422882336200
activated,editor,org.eclipse.wst.html.ui,1.0.504.v201101122108,"org.eclipse.wst.html.core.htmlsource.source",1422882336784
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1422882347326
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1422882358200
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1422882370505
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1422882383617
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1422882384571
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1422882394854
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1422882401150
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1422882402182
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1422882405389
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1422882449790
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1422882454287
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1422882454615
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1422882467904
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1422882470371
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1422882510444
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1422882546298
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1422882547095
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1422882557586
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1422882566729
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1422882569669
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.cut",1422882587878
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1422882592236
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.cut",1422882594580
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1422882597003
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.cut",1422882623776
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1422882625276
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1422882626229
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1422882626994
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1422882640284
activated,editor,org.eclipse.wst.css.ui,1.0.502.v201101122002,"org.eclipse.wst.css.core.csssource.source",1422882650435
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1422882665709
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1422882666553
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1422882680822
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1422882689796
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1422882696084
activated,editor,org.eclipse.wst.html.ui,1.0.504.v201101122108,"org.eclipse.wst.html.core.htmlsource.source",1422882698277
