what,kind,bundleId,bundleVersion,description,time
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1422886457851
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1422886469868
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1422886476199
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.undo",1422886477480
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.undo",1422886478183
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1422886479477
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1422886552035
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1422886553359
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1422886554283
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1422886555018
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1422886556008
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.delete",1422886570083
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.delete",1422886570411
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.delete",1422886570583
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.delete",1422886570974
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1422886594209
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1422886595890
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1422886600975
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1422886603532
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1422886606312
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1422886614489
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1422886615395
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1422886655383
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1422886657773
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1422886671453
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1422886673867
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.undo",1422886675523
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1422886676851
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1422886680129
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1422886681199
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1422886683480
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1422886685433
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1422886686599
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1422886686787
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1422886701909
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1422886704163
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1422886711955
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1422886725690
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1422886729002
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1422886730471
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1422886733512
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1422886744908
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.undo",1422886756031
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.copy",1422886762641
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1422886764173
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1422886776631
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1422886778287
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1422886785075
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.undo",1422886789510
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.undo",1422886790119
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.undo",1422886790447
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.undo",1422886794275
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.undo",1422886795081
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.undo",1422886801066
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.undo",1422886801753
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.undo",1422886802785
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.undo",1422886803660
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.undo",1422886804769
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.undo",1422886805613
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.undo",1422886806238
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.undo",1422886806692
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.undo",1422886807098
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.undo",1422886807613
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.undo",1422886808020
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.undo",1422886808395
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.undo",1422886808863
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.undo",1422886809488
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.undo",1422886809895
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.undo",1422886810238
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.undo",1422886815614
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.undo",1422886826829
